,customer_id,age,income,purchase_amount,gender,region,total_purchases,preferred_product_category,customer_loyalty_score,signup_date,last_purchase_date,customer_days,customer_segment,age_segment,clv_segment
1613,1614,41.0,101100.0,535.5981554000587,Male,South,22.0,Clothing,80.90863158033444,2021-06-16,2022-07-12,391 days,New,mid,Low
1614,1615,50.0,56800.0,1680.0312834225365,Female,South,3.0,Clothing,56.78213805004708,2021-11-27,2022-05-24,178 days,Very New,old,High
1615,1616,66.0,39800.0,1436.929019604136,Female,North,31.0,Toys,99.8723254537714,2021-03-03,2023-08-29,909 days,Very Old,Very Old,Medium
1616,1617,46.0,44600.0,1380.1440413069504,Male,South,33.0,Home & Garden,95.3052072201641,2021-06-23,2023-10-23,852 days,Loyal,mid,Medium
1621,1622,67.0,40100.0,625.5107523416547,Female,North,37.0,Toys,15.774367288552726,2021-08-27,2022-05-19,265 days,New,Very Old,Low
1622,1623,38.0,63500.0,1523.2931797208505,Female,North,27.0,Health,39.8451304246189,2022-02-19,2022-11-25,279 days,New,mid,High
1623,1624,66.0,94700.0,1247.1007518933006,Female,North,38.0,Toys,94.26481084327509,2022-11-06,2023-08-17,284 days,New,Very Old,Medium
1627,1628,58.0,101100.0,670.5698528099426,Female,North,12.0,Clothing,60.236417412747215,2021-07-16,2022-04-28,286 days,New,old,Low
1628,1629,66.0,105900.0,1212.4674787069694,Male,South,3.0,Clothing,19.380424246791584,2022-09-26,2023-10-25,394 days,New,Very Old,Medium
1629,1630,37.0,103600.0,658.2031524494613,Male,West,30.0,Health,19.658658758196022,2022-02-17,2022-09-19,214 days,New,mid,Low
1631,1632,39.0,32300.0,160.1670433021254,Female,East,23.0,Clothing,24.3281072862212,2021-02-23,2021-12-17,297 days,New,mid,
1632,1633,45.0,88400.0,1327.5687397437343,Female,North,2.0,Health,83.8192034783584,2022-10-09,2022-10-11,2 days,Very New,mid,Medium
1633,1634,78.0,43900.0,1622.2057112403477,Female,North,7.0,Toys,47.03238255459795,2021-12-05,2023-06-20,562 days,Regular,Very Old,High
1636,1637,24.0,45300.0,1901.6078871976388,Female,West,39.0,Clothing,77.38257968923308,2021-04-10,2022-03-01,325 days,New,young,High
1637,1638,18.0,75900.0,613.8782098001659,Male,North,32.0,Electronics,88.06608784415548,2021-08-22,2022-04-09,230 days,New,young,Low
1638,1639,49.0,87800.0,57.952417299456,Male,West,43.0,Health,26.112746155908027,2022-06-28,2022-12-25,180 days,Very New,old,
1639,1640,30.0,105700.0,875.3389554976129,Female,South,43.0,Clothing,9.509666934911396,2021-03-03,2023-03-05,732 days,Loyal,young,Low
1641,1642,40.0,73600.0,1908.7947700022892,Female,East,3.0,Toys,79.28035347662441,2022-06-26,2022-06-27,1 days,Very New,mid,High
1642,1643,68.0,105800.0,435.637730581142,Male,East,46.0,Home & Garden,43.58269113196258,2021-04-16,2022-05-24,403 days,New,Very Old,
1643,1644,76.0,48500.0,1582.0755074187814,Female,East,32.0,Health,13.191465841072292,2021-10-22,2022-07-18,269 days,New,Very Old,High
1645,1646,36.0,119000.0,451.1032213722084,Male,North,36.0,Toys,51.4235482853053,2022-03-27,2023-11-28,611 days,Regular,mid,
1647,1648,49.0,40100.0,115.19635760317142,Female,South,48.0,Home & Garden,64.1743254225175,2021-06-05,2023-10-14,861 days,Very Old,old,
1648,1649,47.0,40400.0,977.4776796936576,Male,South,3.0,Toys,17.603280108000074,2022-02-10,2022-03-20,38 days,Very New,mid,Low
1653,1654,47.0,95800.0,432.0499485008181,Male,East,3.0,Health,40.145382030377206,2022-01-10,2022-03-10,59 days,Very New,mid,
1655,1656,57.0,86700.0,521.6912096820822,Female,West,10.0,Electronics,50.91083323914359,2022-03-31,2023-04-02,367 days,New,old,Low
1656,1657,36.0,83900.0,1792.2515871404532,Male,South,9.0,Toys,70.89568037628477,2021-07-21,2023-03-27,614 days,Regular,mid,High
1658,1659,18.0,71400.0,714.539693560418,Female,East,46.0,Electronics,80.24027817219871,2021-07-06,2021-09-08,64 days,Very New,young,Low
1659,1660,31.0,83300.0,1668.7336177718516,Male,East,11.0,Electronics,62.93625638701175,2022-08-31,2023-05-19,261 days,New,young,High
1660,1661,68.0,35500.0,996.9452668185224,Female,East,33.0,Home & Garden,78.79702674082638,2022-12-25,2023-05-18,144 days,Very New,Very Old,Low
1661,1662,64.0,44800.0,1825.0331691427816,Female,North,36.0,Clothing,69.67822735646749,2022-01-03,2023-06-15,528 days,Regular,Very Old,High
1663,1664,19.0,118200.0,347.53190121425047,Male,South,27.0,Clothing,5.235445018579876,2021-09-19,2023-05-23,611 days,Regular,young,
1666,1667,66.0,29300.0,1814.152321532409,Female,West,26.0,Toys,72.69322966314722,2022-07-05,2022-09-25,82 days,Very New,Very Old,High
1667,1668,67.0,106200.0,129.781566693606,Male,East,22.0,Toys,72.4205822695949,2021-11-02,2021-12-28,56 days,Very New,Very Old,
1668,1669,47.0,54700.0,1669.4078426033184,Male,West,5.0,Toys,27.014708049410952,2022-12-27,2023-11-20,328 days,New,mid,High
1669,1670,55.0,111400.0,926.4537664672292,Male,East,35.0,Health,54.24417088818328,2022-09-30,2023-07-08,281 days,New,old,Low
1670,1671,68.0,107500.0,532.7439779494509,Female,East,2.0,Home & Garden,99.22396637046084,2021-06-14,2023-06-13,729 days,Loyal,Very Old,Low
1671,1672,21.0,84800.0,1759.9181168803211,Male,South,35.0,Clothing,85.61435980700195,2022-09-13,2022-09-29,16 days,Very New,young,High
1672,1673,18.0,63400.0,409.4011201328084,Female,South,9.0,Toys,30.439435255199665,2021-03-29,2023-01-17,659 days,Loyal,young,
1673,1674,25.0,84600.0,1895.6539988517325,Female,South,49.0,Health,30.10458656978904,2021-07-19,2022-11-14,483 days,Regular,young,High
1674,1675,46.0,54600.0,427.13054564469536,Female,South,18.0,Health,48.35772911480591,2021-09-28,2023-09-30,732 days,Loyal,mid,
1676,1677,56.0,104700.0,461.7109423673703,Female,North,12.0,Home & Garden,37.11530462801746,2022-05-04,2022-11-24,204 days,Very New,old,
1677,1678,20.0,83100.0,1100.4239566378967,Female,South,3.0,Toys,62.69719088061033,2021-07-17,2021-08-03,17 days,Very New,young,Medium
1678,1679,49.0,98600.0,1374.2707572319798,Male,West,18.0,Health,1.149246963353756,2021-01-23,2021-04-28,95 days,Very New,old,Medium
1680,1681,27.0,22900.0,1051.3538497473448,Female,South,7.0,Toys,74.0052996675785,2021-08-11,2023-06-10,668 days,Loyal,young,Medium
1681,1682,36.0,66100.0,948.7382938924356,Male,North,33.0,Home & Garden,83.03256805947012,2021-08-09,2022-03-20,223 days,New,mid,Low
1683,1684,51.0,42700.0,1640.2494789970997,Male,West,18.0,Clothing,56.63996947604685,2021-09-23,2023-04-09,563 days,Regular,old,High
1685,1686,50.0,96100.0,1157.6727511527215,Female,West,22.0,Electronics,49.23951254805192,2021-03-18,2022-05-04,412 days,New,old,Medium
1686,1687,40.0,86700.0,1039.272785167606,Male,West,39.0,Electronics,95.15298364183003,2022-06-28,2022-08-02,35 days,Very New,mid,Medium
1687,1688,72.0,119100.0,1036.2557990494756,Female,West,9.0,Home & Garden,19.069852978743477,2022-03-11,2023-01-12,307 days,New,Very Old,Medium
1688,1689,45.0,100100.0,232.30034053280517,Female,West,35.0,Health,91.56170920738992,2021-03-06,2021-06-17,103 days,Very New,mid,
1689,1690,49.0,109400.0,858.4943783136789,Female,North,23.0,Electronics,25.85303612677231,2021-12-23,2023-08-19,604 days,Regular,old,Low
1690,1691,67.0,63000.0,915.686183229009,Male,East,12.0,Electronics,10.272337368685204,2021-01-18,2021-07-19,182 days,Very New,Very Old,Low
1691,1692,24.0,83900.0,1472.612823921608,Male,South,24.0,Toys,43.91044474069674,2022-11-07,2023-05-14,188 days,Very New,young,Medium
1692,1693,46.0,65700.0,1683.237287202983,Male,West,40.0,Health,61.49172424160594,2022-07-20,2023-01-24,188 days,Very New,mid,High
1693,1694,25.0,27900.0,1099.0649106380356,Male,North,9.0,Health,23.098987319995224,2022-07-29,2023-11-03,462 days,Regular,young,Medium
1694,1695,18.0,81900.0,191.83024904868117,Male,East,13.0,Toys,55.57962411442978,2022-03-12,2023-02-13,338 days,New,young,
1696,1697,72.0,22200.0,346.5693731684075,Male,East,42.0,Clothing,25.70849658037228,2021-01-09,2021-03-12,62 days,Very New,Very Old,
1697,1698,20.0,63800.0,266.737825114467,Male,North,17.0,Home & Garden,58.0322245914203,2022-04-15,2023-09-20,523 days,Regular,young,
1699,1700,40.0,28300.0,474.1991342656764,Female,North,17.0,Electronics,52.97684675304802,2021-12-14,2023-03-23,464 days,Regular,mid,
1702,1703,25.0,40700.0,54.986688694959085,Female,South,35.0,Clothing,99.4482882452134,2021-06-24,2023-09-15,813 days,Loyal,young,
1704,1705,74.0,62400.0,360.9510092587935,Female,East,19.0,Clothing,82.44615590929388,2021-05-10,2021-05-25,15 days,Very New,Very Old,
1708,1709,68.0,33900.0,861.0710162178889,Female,East,46.0,Health,22.255370972767096,2021-12-19,2023-07-15,573 days,Regular,Very Old,Low
1709,1710,50.0,80400.0,696.662707805336,Female,North,45.0,Health,48.74111778902902,2021-08-12,2022-09-01,385 days,New,old,Low
1713,1714,51.0,83400.0,1377.5904635450947,Female,South,42.0,Health,12.76023083151414,2022-01-03,2022-06-26,174 days,Very New,old,Medium
1715,1716,49.0,65100.0,280.97752319542514,Female,West,18.0,Toys,16.723378336607542,2022-08-13,2023-06-19,310 days,New,old,
1716,1717,41.0,67000.0,1776.3446340049843,Male,East,19.0,Toys,58.60059530346196,2022-10-14,2023-12-23,435 days,Regular,mid,High
1717,1718,31.0,100600.0,564.5490495258396,Female,North,5.0,Toys,91.7541081596636,2022-05-15,2023-11-22,556 days,Regular,young,Low
1718,1719,49.0,111600.0,462.7529871894762,Male,East,25.0,Clothing,25.511138716643835,2021-03-31,2022-07-17,473 days,Regular,old,
1720,1721,63.0,34300.0,1637.8720563501872,Male,South,10.0,Electronics,17.577251004746074,2021-03-13,2023-10-19,950 days,Very Old,old,High
1724,1725,69.0,67100.0,175.03730754952383,Male,North,31.0,Health,65.51818136768675,2021-09-20,2023-11-09,780 days,Loyal,Very Old,
1725,1726,54.0,40000.0,1155.3950142042088,Male,East,32.0,Clothing,57.91279167555102,2021-09-28,2021-12-23,86 days,Very New,old,Medium
1726,1727,71.0,30800.0,214.722944748622,Female,South,21.0,Clothing,14.00004827007425,2022-05-24,2023-08-17,450 days,Regular,Very Old,
1728,1729,31.0,105000.0,1882.1844530557607,Female,East,18.0,Electronics,67.13910048249883,2022-09-09,2022-10-28,49 days,Very New,young,High
1729,1730,48.0,81300.0,1906.612090557757,Female,East,1.0,Toys,1000.0,2022-02-24,2023-02-20,361 days,New,mid,High
1730,1731,72.0,36700.0,493.87792736377,Female,North,14.0,Home & Garden,90.8074402529591,2021-03-13,2023-03-02,719 days,Loyal,Very Old,
1731,1732,65.0,47100.0,1255.7445716903958,Female,South,8.0,Clothing,81.3611515346117,2021-03-15,2022-05-07,418 days,New,Very Old,Medium
1733,1734,24.0,27500.0,1753.8565526204898,Male,East,15.0,Clothing,40.82518041651354,2022-05-18,2023-09-14,484 days,Regular,young,High
1735,1736,24.0,63900.0,27.33076552818536,Male,South,36.0,Toys,2.818405234511689,2021-05-26,2023-02-19,634 days,Regular,young,
1736,1737,50.0,37000.0,341.8711877442019,Male,West,1.0,Toys,44.98958559880934,2021-02-15,2021-05-17,91 days,Very New,old,
1737,1738,40.0,57800.0,712.0551463154081,Female,South,21.0,Health,65.13715524132326,2021-04-15,2021-08-14,121 days,Very New,mid,Low
1739,1740,36.0,77200.0,1586.898579863314,Female,West,1.0,Clothing,26.74553827743703,2021-11-13,2023-03-23,495 days,Regular,mid,High
1740,1741,65.0,57600.0,1367.5101189548989,Male,North,32.0,Clothing,51.359127636929045,2021-05-01,2022-03-21,324 days,New,Very Old,Medium
1742,1743,36.0,999999.0,926.3327579891024,Female,West,47.0,Clothing,55.16028659840939,2021-02-12,2021-05-08,85 days,Very New,mid,Low
1743,1744,53.0,23900.0,209.20702583750372,Male,East,36.0,Clothing,27.40207174024077,2021-04-09,2021-09-24,168 days,Very New,old,
1745,1746,77.0,100500.0,1872.1411524080977,Female,North,30.0,Toys,17.33610124719337,2021-11-07,2023-07-17,617 days,Regular,Very Old,High
1746,1747,35.0,54200.0,1960.0110000542572,Male,West,7.0,Electronics,90.4979833786364,2021-08-02,2021-08-02,0 days,Very New,mid,High
1749,1750,64.0,105100.0,111.46903673922507,Female,West,10.0,Clothing,37.61817904859518,2022-01-24,2023-12-01,676 days,Loyal,Very Old,
1750,1751,22.0,97200.0,1167.6015202770946,Female,East,8.0,Clothing,74.32782589171941,2022-11-28,2022-12-18,20 days,Very New,young,Medium
1751,1752,37.0,73500.0,1826.9579532285584,Female,East,27.0,Electronics,45.62885985520006,2021-04-22,2021-05-23,31 days,Very New,mid,High
1753,1754,59.0,77800.0,33.94497095580088,Female,North,14.0,Clothing,91.9876727675241,2021-04-12,2022-07-19,463 days,Regular,old,
1755,1756,20.0,110500.0,172.05545488773333,Male,West,11.0,Toys,20.34951005403113,2021-01-22,2021-02-02,11 days,Very New,young,
1758,1759,29.0,97800.0,488.8592192032367,Female,West,33.0,Clothing,20.602199968160782,2022-02-04,2022-11-19,288 days,New,young,
1759,1760,37.0,105100.0,186.24587562451887,Male,South,19.0,Home & Garden,54.57313273906327,2022-03-30,2023-04-10,376 days,New,mid,
1760,1761,22.0,40500.0,1544.6420323425407,Male,North,39.0,Home & Garden,39.104229218946905,2022-11-30,2023-10-08,312 days,New,young,High
1761,1762,54.0,115800.0,1267.746668076342,Female,West,24.0,Toys,57.29932782532223,2021-05-23,2023-04-30,707 days,Loyal,old,Medium
1762,1763,55.0,65500.0,1977.2111592838733,Female,West,18.0,Home & Garden,99.68254368112405,2022-02-01,2023-01-03,336 days,New,old,High
1763,1764,47.0,80200.0,701.7299059735194,Male,East,35.0,Health,85.90181543707683,2022-06-20,2023-04-25,309 days,New,mid,Low
1765,1766,51.0,46600.0,1474.0130699638855,Female,West,37.0,Toys,5.055570953738975,2021-08-28,2022-09-27,395 days,New,old,Medium
1766,1767,70.0,42500.0,1053.0321693294263,Male,West,19.0,Clothing,61.00794401312446,2021-10-19,2023-10-29,740 days,Loyal,Very Old,Medium
1767,1768,61.0,113600.0,442.1437841504874,Male,North,24.0,Clothing,62.6256081132298,2021-03-23,2022-02-07,321 days,New,old,
1768,1769,52.0,71100.0,1567.8233982294237,Female,East,34.0,Toys,87.81908440759933,2022-07-14,2023-07-17,368 days,New,old,High
1769,1770,69.0,77700.0,423.4358619828886,Male,West,22.0,Clothing,62.90571745218257,2021-06-20,2022-09-19,456 days,Regular,Very Old,
1770,1771,75.0,81000.0,536.1100765692145,Female,North,4.0,Electronics,22.77145385157423,2022-08-03,2022-09-09,37 days,Very New,Very Old,Low
1771,1772,39.0,55600.0,203.2065376461039,Female,West,10.0,Health,46.85162277036509,2022-06-10,2023-09-08,455 days,Regular,mid,
1773,1774,41.0,43100.0,849.4798633960895,Male,West,8.0,Electronics,92.28249645983716,2021-04-20,2023-12-13,967 days,Very Old,mid,Low
1774,1775,34.0,45800.0,1038.8323448896308,Male,North,33.0,Electronics,23.691511896670917,2021-07-31,2021-09-04,35 days,Very New,mid,Medium
1777,1778,73.0,36600.0,292.7135157978611,Male,West,28.0,Home & Garden,49.699969892756926,2022-12-15,2023-03-10,85 days,Very New,Very Old,
1778,1779,76.0,109300.0,127.60923473034096,Male,South,10.0,Clothing,9.011412074950108,2021-03-25,2022-07-02,464 days,Regular,Very Old,
1779,1780,63.0,106600.0,56.69184251677991,Male,West,45.0,Toys,94.17280699504742,2022-01-11,2023-06-10,515 days,Regular,old,
1780,1781,40.0,27300.0,304.37032857625616,Female,East,1.0,Home & Garden,63.80564582826155,2021-02-22,2022-12-30,676 days,Loyal,mid,
1782,1783,34.0,105800.0,1460.4046144330634,Male,East,3.0,Health,99.82951741819063,2021-09-13,2021-10-31,48 days,Very New,mid,Medium
1784,1785,68.0,25200.0,502.5422595705985,Male,North,5.0,Home & Garden,69.41434149596486,2021-08-08,2022-11-14,463 days,Regular,Very Old,Low
1786,1787,31.0,110500.0,976.606598219689,Female,West,10.0,Clothing,57.593816741179005,2021-04-10,2022-08-26,503 days,Regular,young,Low
1787,1788,26.0,22800.0,145.10253178324848,Male,East,12.0,Clothing,63.969637836656105,2021-05-09,2023-07-11,793 days,Loyal,young,
1788,1789,57.0,38400.0,1230.0602159582677,Male,North,18.0,Health,40.76710895171374,2021-08-07,2023-08-29,752 days,Loyal,old,Medium
1791,1792,42.0,65100.0,1510.6380006809402,Male,North,1.0,Clothing,47.66196381514484,2021-01-22,2021-05-11,109 days,Very New,mid,High
1795,1796,39.0,67200.0,613.7510515192486,Male,West,49.0,Clothing,19.25216409376017,2021-11-25,2023-07-23,605 days,Regular,mid,Low
1797,1798,63.0,117100.0,1277.1608656331327,Female,East,17.0,Health,2.0994070851453883,2022-04-25,2022-10-06,164 days,Very New,old,Medium
1799,1800,43.0,28800.0,702.6441384617508,Male,North,32.0,Toys,78.14446038844386,2021-06-28,2023-03-23,633 days,Regular,mid,Low
1802,1803,62.0,89100.0,1630.9454504673647,Female,North,40.0,Clothing,92.1540943196774,2021-02-18,2023-03-05,745 days,Loyal,old,High
1803,1804,51.0,32300.0,1435.6065906325186,Male,South,21.0,Home & Garden,11.907100073451916,2021-01-30,2021-12-18,322 days,New,old,Medium
1804,1805,40.0,47200.0,512.6181862312328,Male,East,7.0,Clothing,16.313987622788297,2021-03-26,2023-11-03,952 days,Very Old,mid,Low
1807,1808,23.0,107600.0,1261.0056284460993,Female,South,39.0,Health,77.5477743005945,2021-11-25,2023-12-11,746 days,Loyal,young,Medium
1808,1809,35.0,108500.0,77.02633748210702,Female,West,27.0,Health,32.41212723323197,2022-09-02,2023-02-20,171 days,Very New,mid,
1809,1810,38.0,99000.0,1294.5652165233928,Female,West,8.0,Electronics,8.763581778273489,2022-03-10,2022-11-12,247 days,New,mid,Medium
1810,1811,59.0,53000.0,568.7458167092525,Male,West,9.0,Clothing,61.63800261488341,2022-08-11,2023-07-22,345 days,New,old,Low
1811,1812,53.0,31200.0,910.3604148237656,Female,West,28.0,Electronics,25.681916580565236,2022-11-18,2023-05-11,174 days,Very New,old,Low
1813,1814,55.0,51900.0,362.0583773674956,Female,North,2.0,Clothing,94.1803359600977,2021-05-14,2021-10-27,166 days,Very New,old,
1815,1816,34.0,62800.0,1766.3115991784027,Female,West,47.0,Electronics,92.38344364233642,2021-12-31,2023-09-05,613 days,Regular,mid,High
1817,1818,42.0,97700.0,400.8457990447519,Male,West,22.0,Health,63.33513372887707,2022-03-01,2023-03-11,375 days,New,mid,
1818,1819,55.0,53900.0,1440.3980926446873,Female,East,10.0,Health,89.38899739469642,2022-02-19,2022-06-18,119 days,Very New,old,Medium
1820,1821,29.0,115200.0,699.8880233576537,Female,North,7.0,Clothing,61.48986770271042,2022-05-27,2023-07-20,419 days,New,young,Low
1822,1823,70.0,40600.0,1385.786669679475,Female,East,14.0,Toys,88.2107757188253,2022-01-23,2023-08-24,578 days,Regular,Very Old,Medium
1823,1824,59.0,105800.0,1892.0798239078104,Female,West,44.0,Home & Garden,8.818006124085297,2022-03-25,2022-12-02,252 days,New,old,High
1824,1825,39.0,27300.0,1271.5978413929895,Female,North,46.0,Health,33.685938217608694,2022-07-18,2023-01-24,190 days,Very New,mid,Medium
1825,1826,38.0,87500.0,881.8795938915155,Male,East,36.0,Home & Garden,39.76847260806038,2021-10-30,2022-07-29,272 days,New,mid,Low
1826,1827,44.0,109300.0,1059.8047103410242,Female,South,13.0,Home & Garden,90.97096653891778,2021-04-09,2023-08-15,858 days,Very Old,mid,Medium
1827,1828,74.0,39500.0,415.2650391666367,Male,West,16.0,Electronics,95.60079245162014,2021-11-02,2023-10-14,711 days,Loyal,Very Old,
1828,1829,48.0,111200.0,1506.0774442324005,Female,East,16.0,Electronics,12.038046466512476,2022-07-11,2023-02-10,214 days,New,mid,High
1830,1831,44.0,33700.0,308.1242547671014,Female,South,25.0,Home & Garden,93.48617942523624,2022-04-13,2022-07-11,89 days,Very New,mid,
1831,1832,57.0,53000.0,1758.397197349325,Male,East,38.0,Toys,29.57719013825927,2022-03-16,2023-06-30,471 days,Regular,old,High
1834,1835,62.0,33100.0,778.1479677937467,Male,North,39.0,Electronics,27.559593477064904,2021-02-02,2022-06-07,490 days,Regular,old,Low
1835,1836,74.0,86300.0,372.21043629430926,Female,West,48.0,Health,69.35264272259883,2022-02-16,2023-08-18,548 days,Regular,Very Old,
1836,1837,70.0,104500.0,716.4058204643916,Female,East,41.0,Health,42.60361627395617,2022-09-18,2023-06-29,284 days,New,Very Old,Low
1838,1839,27.0,41700.0,157.22939061582375,Male,South,13.0,Electronics,91.72955966148854,2022-05-23,2023-10-09,504 days,Regular,young,
1843,1844,45.0,55100.0,1091.6516645789836,Female,South,4.0,Home & Garden,26.373418694503247,2021-11-25,2022-12-18,388 days,New,mid,Medium
1845,1846,75.0,56200.0,1408.2655555339738,Female,East,22.0,Health,31.027783577566023,2021-09-27,2022-01-06,101 days,Very New,Very Old,Medium
1846,1847,63.0,61600.0,130.34141168794926,Female,North,37.0,Clothing,64.78087980219112,2021-07-15,2023-09-08,785 days,Loyal,old,
1847,1848,19.0,45700.0,1825.2211397164328,Female,North,49.0,Toys,6.121150698897937,2022-02-17,2022-11-30,286 days,New,young,High
1849,1850,71.0,20200.0,1024.6317348686111,Female,South,19.0,Electronics,13.387296911274516,2021-03-20,2022-10-27,586 days,Regular,Very Old,Medium
1851,1852,18.0,55000.0,278.7318082182595,Male,East,29.0,Toys,38.06630043099653,2021-03-24,2023-01-02,649 days,Loyal,young,
1852,1853,68.0,73400.0,596.178791338033,Female,East,23.0,Electronics,52.757219321945925,2021-05-17,2021-07-11,55 days,Very New,Very Old,Low
1853,1854,70.0,32200.0,1740.5390279413746,Female,North,33.0,Electronics,2.931760877878597,2022-06-23,2023-04-16,297 days,New,Very Old,High
1854,1855,53.0,95300.0,1810.816566893738,Male,East,41.0,Toys,5.826431354105233,2022-11-20,2023-12-07,382 days,New,old,High
1856,1857,43.0,105100.0,1196.3900551255515,Female,East,5.0,Electronics,76.6770545141332,2021-11-02,2022-12-28,421 days,New,mid,Medium
1858,1859,38.0,54000.0,1245.1190252660604,Male,East,6.0,Toys,73.70186364578602,2022-01-23,2022-11-27,308 days,New,mid,Medium
1861,1862,28.0,61400.0,515.6737294151444,Male,West,49.0,Clothing,18.174758268909365,2022-05-21,2023-12-06,564 days,Regular,young,Low
1862,1863,53.0,90500.0,1666.8147699840774,Male,South,13.0,Home & Garden,9.80154318767854,2022-01-23,2022-01-28,5 days,Very New,old,High
1863,1864,66.0,44700.0,937.1348838916624,Male,East,12.0,Home & Garden,75.71608304548411,2021-10-20,2023-08-12,661 days,Loyal,Very Old,Low
1866,1867,57.0,24200.0,1281.4300599323367,Female,South,37.0,Electronics,80.55734528147534,2022-03-05,2023-02-16,348 days,New,old,Medium
1867,1868,52.0,46400.0,1799.3620490742744,Male,West,31.0,Home & Garden,99.10881551216158,2022-06-08,2022-12-09,184 days,Very New,old,High
1869,1870,51.0,90400.0,315.88379186622257,Female,East,45.0,Food,96.51525524330386,2021-11-08,2022-04-18,161 days,Very New,old,
1871,1872,64.0,65900.0,928.2361290217256,Female,West,43.0,Health,81.32531573450204,2021-01-14,2021-09-20,249 days,New,Very Old,Low
1872,1873,41.0,99800.0,379.6302153200673,Female,East,8.0,Clothing,65.016918158767,2021-02-23,2023-11-21,1001 days,Very Old,mid,
1874,1875,39.0,48000.0,120.58912758410564,Female,East,33.0,Home & Garden,70.36189940216879,2021-03-06,2022-07-22,503 days,Regular,mid,
1875,1876,22.0,104900.0,947.2351710836426,Female,East,45.0,Health,32.02586645129828,2022-01-07,2022-04-25,108 days,Very New,young,Low
1876,1877,73.0,105900.0,1709.1937803822684,Male,East,29.0,Electronics,92.42715234919126,2022-05-18,2023-05-17,364 days,New,Very Old,High
1877,1878,50.0,90600.0,1868.489302893245,Female,West,5.0,Home & Garden,11.52925720557787,2022-07-24,2023-10-26,459 days,Regular,old,High
1878,1879,75.0,76200.0,1866.5523708572143,Female,West,28.0,Electronics,31.803118408646213,2021-04-06,2022-12-09,612 days,Regular,Very Old,High
1880,1881,64.0,30600.0,776.4666873718928,Male,North,17.0,Toys,27.132304764609174,2021-09-17,2023-11-17,791 days,Loyal,Very Old,Low
1883,1884,52.0,20400.0,730.3364088021222,Male,South,9.0,Toys,49.17740638486221,2021-05-07,2021-11-27,204 days,Very New,old,Low
1886,1887,34.0,33800.0,871.0924460914476,Male,North,49.0,Electronics,26.18505314084142,2021-09-25,2022-09-05,345 days,New,mid,Low
1889,1890,62.0,72900.0,1929.6866855472315,Female,West,30.0,Health,30.501864885946816,2021-04-04,2022-04-17,378 days,New,old,High
1892,1893,26.0,21500.0,1946.2314341468443,Female,North,10.0,Home & Garden,69.93971074657895,2021-03-12,2023-03-26,744 days,Loyal,young,High
1895,1896,70.0,36900.0,218.9059483683175,Male,North,26.0,Health,15.697839513065617,2022-01-02,2022-12-03,335 days,New,Very Old,
1896,1897,26.0,47800.0,1028.1327718139532,Female,North,1.0,Electronics,68.21401728913017,2022-09-12,2023-04-18,218 days,New,young,Medium
1898,1899,57.0,84900.0,825.6588941534432,Male,East,38.0,Health,18.111204951673976,2022-02-14,2023-02-21,372 days,New,old,Low
1902,1903,78.0,106000.0,1605.0614881509605,Female,South,18.0,Home & Garden,13.551060249483893,2021-04-20,2023-12-22,976 days,Very Old,Very Old,High
1903,1904,60.0,63600.0,1694.3713414163544,Male,East,1.0,Clothing,49.39188341688355,2022-11-03,2023-06-02,211 days,Very New,old,High
1904,1905,57.0,31900.0,40000.0,Female,East,3.0,Toys,15.264153092617006,2021-03-30,2022-05-22,418 days,New,old,VIP
1906,1907,42.0,31300.0,429.4593985674053,Female,West,48.0,Toys,0.4360503341518607,2021-09-29,2023-07-25,664 days,Loyal,mid,
1911,1912,54.0,57400.0,612.9262933898242,Male,North,25.0,Toys,36.7531947928117,2021-12-11,2022-07-27,228 days,New,old,Low
1913,1914,61.0,92900.0,1995.9953620053557,Male,North,12.0,Electronics,74.14517680393581,2021-03-08,2022-11-14,616 days,Regular,old,High
1915,1916,47.0,107100.0,827.7168803683253,Female,East,25.0,Toys,93.67135596314982,2021-02-12,2023-04-17,794 days,Loyal,mid,Low
1918,1919,29.0,112100.0,1489.2044547219252,Male,East,29.0,Toys,60.97114892418672,2021-08-22,2022-08-28,371 days,New,young,Medium
1919,1920,36.0,117600.0,82.39582530277895,Male,West,11.0,Toys,59.48770094341834,2021-07-18,2022-04-10,266 days,New,mid,
1920,1921,54.0,36600.0,260.7784135091531,Female,North,4.0,Clothing,51.00983336748071,2022-05-12,2022-11-22,194 days,Very New,old,
1921,1922,61.0,87000.0,1273.508550462552,Female,North,14.0,Clothing,0.4353191494264496,2021-02-01,2023-10-08,979 days,Very Old,old,Medium
1922,1923,76.0,39600.0,1800.0674856459782,Female,West,46.0,Electronics,55.52382299059985,2021-09-21,2023-10-11,750 days,Loyal,Very Old,High
1923,1924,76.0,30900.0,1255.0125776534394,Female,East,38.0,Health,93.2798056872979,2021-04-23,2021-06-12,50 days,Very New,Very Old,Medium
1924,1925,66.0,92600.0,285.3692907516037,Female,North,17.0,Electronics,33.45776891128629,2022-04-04,2022-11-30,240 days,New,Very Old,
1925,1926,78.0,43700.0,249.2048915677228,Male,South,2.0,Electronics,96.75991933202504,2021-10-03,2021-10-22,19 days,Very New,Very Old,
1926,1927,34.0,20900.0,1691.4880737316817,Female,East,8.0,Clothing,35.675667919769424,2021-05-26,2022-08-02,433 days,Regular,mid,High
